cargo_type,current_temp,safe_temp,max_temp_threshold,flight_duration_hours,flight_delay_minutes,viability_percentage
Plasma & Cryo,-18.63,-18,-18,2.2,760,75.53
Plasma & Cryo,-16.77,-18,-18,10.48,973,55.0
Plasma & Cryo,-18.11,-18,-18,4.01,527,77.61
Plasma & Cryo,-14.78,-18,-18,3.2,581,70.78
Plasma & Cryo,-17.84,-18,-18,10.82,818,60.86
Plasma & Cryo,-14.94,-18,-18,7.55,1037,51.86
Plasma & Cryo,-19.29,-18,-18,11.29,928,62.19
Plasma & Cryo,-19.68,-18,-18,4.48,1071,68.26
Plasma & Cryo,-17.19,-18,-18,2.64,886,68.73
Plasma & Cryo,-15.62,-18,-18,10.67,1258,45.54
Plasma & Cryo,-14.71,-18,-18,10.73,239,67.22
Plasma & Cryo,-19.54,-18,-18,8.32,414,76.82
Plasma & Cryo,-17.62,-18,-18,7.54,94,82.81
Plasma & Cryo,-19.41,-18,-18,5.69,405,80.4
Plasma & Cryo,-15.11,-18,-18,9.08,747,57.1
Plasma & Cryo,-16.67,-18,-18,9.4,377,70.16
Plasma & Cryo,-16.63,-18,-18,10.08,617,63.02
Plasma & Cryo,-16.91,-18,-18,6.06,1437,51.5
Plasma & Cryo,-15.11,-18,-18,9.73,1400,42.26
Plasma & Cryo,-17.04,-18,-18,7.77,42,83.09
Plasma & Cryo,-17.7,-18,-18,10.74,987,57.17
Plasma & Cryo,-18.34,-18,-18,10.93,379,71.58
Plasma & Cryo,-19.78,-18,-18,5.55,1418,61.0
Plasma & Cryo,-16.08,-18,-18,2.94,535,75.36
Plasma & Cryo,-17.1,-18,-18,2.05,743,73.07
Plasma & Cryo,-15.32,-18,-18,4.56,507,71.72
Plasma & Cryo,-19.21,-18,-18,5.9,555,76.28
Plasma & Cryo,-14.52,-18,-18,4.98,861,58.82
Plasma & Cryo,-15.31,-18,-18,2.54,1428,50.98
Plasma & Cryo,-14.42,-18,-18,6.87,424,67.96
Plasma & Cryo,-18.54,-18,-18,8.72,347,75.89
Plasma & Cryo,-16.6,-18,-18,10.5,220,72.45
Plasma & Cryo,-18.23,-18,-18,8.82,424,73.26
Plasma & Cryo,-19.16,-18,-18,4.36,378,82.56
Plasma & Cryo,-14.89,-18,-18,8.39,1227,46.47
Plasma & Cryo,-16.6,-18,-18,11.97,1206,48.23
Plasma & Cryo,-19.94,-18,-18,7.12,939,68.37
Plasma & Cryo,-15.99,-18,-18,8.84,924,55.82
Plasma & Cryo,-15.74,-18,-18,11.68,197,69.21
Plasma & Cryo,-19.24,-18,-18,7.15,1179,62.01
Plasma & Cryo,-14.81,-18,-18,2.28,272,83.33
Plasma & Cryo,-15.4,-18,-18,11.01,672,56.92
Plasma & Cryo,-15.85,-18,-18,5.07,1083,56.94
Plasma & Cryo,-19.97,-18,-18,7.48,1435,59.29
Plasma & Cryo,-15.07,-18,-18,3.43,507,73.3
Plasma & Cryo,-15.41,-18,-18,6.13,257,76.81
Plasma & Cryo,-15.42,-18,-18,3.58,757,66.37
Plasma & Cryo,-16.23,-18,-18,9.33,837,57.82
Plasma & Cryo,-19.55,-18,-18,7.68,170,83.35
Plasma & Cryo,-16.69,-18,-18,7.02,1249,53.36
Plasma & Cryo,-16.26,-18,-18,5.05,766,65.84
Plasma & Cryo,-14.8,-18,-18,9.39,1109,47.42
Plasma & Cryo,-18.27,-18,-18,6.59,869,66.29
Plasma & Cryo,-19.69,-18,-18,5.04,351,83.02
Plasma & Cryo,-16.16,-18,-18,4.33,88,87.17
Plasma & Cryo,-17.99,-18,-18,7.79,954,62.25
Plasma & Cryo,-17.63,-18,-18,4.72,593,73.92
Plasma & Cryo,-18.13,-18,-18,9.47,449,71.52
Plasma & Cryo,-17.77,-18,-18,8.82,88,81.05
Plasma & Cryo,-18.93,-18,-18,4.08,1191,64.47
Plasma & Cryo,-17.45,-18,-18,10.56,71,78.11
Plasma & Cryo,-15.56,-18,-18,8.92,1358,45.42
Plasma & Cryo,-15.05,-18,-18,7.17,921,55.46
Plasma & Cryo,-16.51,-18,-18,7.96,470,69.62
Plasma & Cryo,-15.83,-18,-18,4.0,565,72.08
Plasma & Cryo,-19.51,-18,-18,5.67,631,75.47
Plasma & Cryo,-16.99,-18,-18,5.08,137,85.08
Plasma & Cryo,-14.58,-18,-18,8.34,1249,45.08
Plasma & Cryo,-17.7,-18,-18,7.88,1184,56.67
Plasma & Cryo,-18.52,-18,-18,7.6,1053,61.91
Plasma & Cryo,-18.81,-18,-18,3.77,92,90.63
Plasma & Cryo,-14.92,-18,-18,7.2,887,55.86
Plasma & Cryo,-19.96,-18,-18,9.83,1171,61.31
Plasma & Cryo,-16.6,-18,-18,9.64,141,76.14
Plasma & Cryo,-15.31,-18,-18,9.48,1241,46.24
Plasma & Cryo,-17.61,-18,-18,5.0,712,70.48
Plasma & Cryo,-15.75,-18,-18,5.76,352,75.15
Plasma & Cryo,-15.67,-18,-18,2.75,1392,52.6
Plasma & Cryo,-17.55,-18,-18,7.14,96,83.33
Plasma & Cryo,-19.46,-18,-18,6.9,569,75.13
Plasma & Cryo,-17.15,-18,-18,5.59,791,66.62
Plasma & Cryo,-15.87,-18,-18,11.15,769,55.86
Plasma & Cryo,-19.8,-18,-18,4.37,130,89.53
Plasma & Cryo,-19.79,-18,-18,2.53,1091,70.42
Plasma & Cryo,-15.1,-18,-18,7.7,190,75.34
Plasma & Cryo,-19.73,-18,-18,2.3,202,90.8
Plasma & Cryo,-16.2,-18,-18,2.67,1366,54.88
Plasma & Cryo,-16.41,-18,-18,2.61,1067,62.38
Plasma & Cryo,-17.75,-18,-18,6.63,804,66.36
Plasma & Cryo,-18.57,-18,-18,3.19,712,75.16
Plasma & Cryo,-15.44,-18,-18,11.61,1318,42.81
Plasma & Cryo,-17.52,-18,-18,11.26,975,56.25
Plasma & Cryo,-16.29,-18,-18,10.74,1296,46.91
Plasma & Cryo,-18.45,-18,-18,4.92,294,82.82
Plasma & Cryo,-17.17,-18,-18,7.76,549,69.41
Plasma & Cryo,-16.94,-18,-18,2.42,1116,62.9
Plasma & Cryo,-18.75,-18,-18,5.49,1024,65.65
Plasma & Cryo,-16.82,-18,-18,6.63,489,71.93
Plasma & Cryo,-14.91,-18,-18,10.65,350,64.6
Plasma & Cryo,-15.8,-18,-18,5.8,947,58.99
Plasma & Cryo,-19.76,-18,-18,2.91,815,75.57
Plasma & Cryo,-17.45,-18,-18,11.23,335,70.2
Plasma & Cryo,-19.16,-18,-18,3.15,1126,67.46
Plasma & Cryo,-19.49,-18,-18,10.32,697,68.24
Plasma & Cryo,-19.84,-18,-18,7.84,981,66.53
Plasma & Cryo,-15.02,-18,-18,5.55,778,61.5
Plasma & Cryo,-15.3,-18,-18,9.18,616,60.78
Plasma & Cryo,-16.76,-18,-18,7.33,424,72.42
Plasma & Cryo,-15.12,-18,-18,6.81,267,74.6
Plasma & Cryo,-14.95,-18,-18,6.04,113,81.11
Plasma & Cryo,-15.8,-18,-18,9.53,451,65.9
Plasma & Cryo,-15.43,-18,-18,2.44,1226,56.05
Plasma & Cryo,-18.95,-18,-18,7.07,776,69.31
Plasma & Cryo,-18.51,-18,-18,9.29,955,61.82
Plasma & Cryo,-17.77,-18,-18,10.41,1080,55.97
Plasma & Cryo,-19.28,-18,-18,9.71,936,63.79
Plasma & Cryo,-14.47,-18,-18,2.33,281,82.4
Plasma & Cryo,-18.62,-18,-18,6.24,1179,61.32
Plasma & Cryo,-14.09,-18,-18,11.94,998,44.25
Plasma & Cryo,-18.26,-18,-18,8.35,861,64.2
Plasma & Cryo,-17.52,-18,-18,7.77,1005,59.89
Plasma & Cryo,-17.95,-18,-18,6.3,997,63.11
Plasma & Cryo,-19.81,-18,-18,2.8,351,86.39
Plasma & Cryo,-16.57,-18,-18,9.9,677,61.67
Plasma & Cryo,-18.04,-18,-18,5.11,754,70.3
Plasma & Cryo,-19.42,-18,-18,4.16,1190,65.67
Plasma & Cryo,-18.51,-18,-18,8.31,864,64.85
Plasma & Cryo,-14.68,-18,-18,5.21,1008,55.1
Plasma & Cryo,-14.27,-18,-18,5.43,838,58.0
Plasma & Cryo,-18.34,-18,-18,4.11,1032,66.15
Plasma & Cryo,-15.53,-18,-18,8.31,410,68.4
Plasma & Cryo,-14.91,-18,-18,4.66,710,64.57
Plasma & Cryo,-19.55,-18,-18,2.36,1,95.97
Plasma & Cryo,-14.91,-18,-18,10.31,1050,47.81
Plasma & Cryo,-14.23,-18,-18,10.53,175,68.44
Plasma & Cryo,-19.61,-18,-18,11.79,1242,57.15
Plasma & Cryo,-14.62,-18,-18,10.35,95,72.27
Plasma & Cryo,-16.85,-18,-18,2.71,294,84.43
Plasma & Cryo,-18.59,-18,-18,2.06,759,75.68
"Skin, Bones, Valves",-36.04,-40,-40,4.06,1276,45.85
"Skin, Bones, Valves",-41.19,-40,-40,11.67,1395,54.21
"Skin, Bones, Valves",-39.65,-40,-40,10.77,817,60.22
"Skin, Bones, Valves",-41.51,-40,-40,3.08,385,85.16
"Skin, Bones, Valves",-40.64,-40,-40,6.05,304,81.29
"Skin, Bones, Valves",-36.17,-40,-40,6.6,1063,47.81
"Skin, Bones, Valves",-39.45,-40,-40,7.43,384,74.52
"Skin, Bones, Valves",-41.25,-40,-40,2.51,1065,70.28
"Skin, Bones, Valves",-38.37,-40,-40,8.92,1249,49.1
"Skin, Bones, Valves",-38.8,-40,-40,8.5,111,78.96
"Skin, Bones, Valves",-37.06,-40,-40,9.84,1368,40.65
"Skin, Bones, Valves",-38.37,-40,-40,4.26,1092,58.45
"Skin, Bones, Valves",-36.17,-40,-40,8.22,743,53.51
"Skin, Bones, Valves",-39.4,-40,-40,11.87,37,76.59
"Skin, Bones, Valves",-38.59,-40,-40,7.09,707,64.36
"Skin, Bones, Valves",-40.48,-40,-40,11.83,1131,55.88
"Skin, Bones, Valves",-38.84,-40,-40,8.15,425,70.75
"Skin, Bones, Valves",-39.8,-40,-40,2.67,938,68.77
"Skin, Bones, Valves",-40.99,-40,-40,4.77,387,81.79
"Skin, Bones, Valves",-40.42,-40,-40,11.77,1034,57.49
"Skin, Bones, Valves",-41.89,-40,-40,11.84,1212,59.5
"Skin, Bones, Valves",-38.45,-40,-40,4.64,1203,55.69
"Skin, Bones, Valves",-38.37,-40,-40,6.83,1264,51.31
"Skin, Bones, Valves",-36.04,-40,-40,11.55,466,55.2
"Skin, Bones, Valves",-37.98,-40,-40,3.44,234,83.26
"Skin, Bones, Valves",-38.54,-40,-40,5.6,393,75.17
"Skin, Bones, Valves",-41.27,-40,-40,6.39,771,71.59
"Skin, Bones, Valves",-41.72,-40,-40,2.08,329,88.25
"Skin, Bones, Valves",-36.31,-40,-40,8.69,429,62.27
"Skin, Bones, Valves",-38.03,-40,-40,9.14,215,72.93
"Skin, Bones, Valves",-40.96,-40,-40,5.43,842,70.47
"Skin, Bones, Valves",-37.71,-40,-40,11.42,237,67.37
"Skin, Bones, Valves",-39.42,-40,-40,5.78,690,69.17
"Skin, Bones, Valves",-40.7,-40,-40,3.06,305,86.01
"Skin, Bones, Valves",-37.83,-40,-40,8.47,955,53.85
"Skin, Bones, Valves",-41.64,-40,-40,3.58,413,84.0
"Skin, Bones, Valves",-39.59,-40,-40,9.59,750,63.0
"Skin, Bones, Valves",-39.27,-40,-40,4.89,717,69.41
"Skin, Bones, Valves",-39.84,-40,-40,10.67,986,57.59
"Skin, Bones, Valves",-40.38,-40,-40,4.97,988,66.31
"Skin, Bones, Valves",-41.85,-40,-40,5.5,1201,66.04
"Skin, Bones, Valves",-37.28,-40,-40,4.47,938,58.2
"Skin, Bones, Valves",-41.34,-40,-40,9.78,531,72.54
"Skin, Bones, Valves",-41.33,-40,-40,2.48,457,84.03
"Skin, Bones, Valves",-36.84,-40,-40,11.99,542,55.25
"Skin, Bones, Valves",-36.61,-40,-40,4.58,64,84.93
"Skin, Bones, Valves",-41.75,-40,-40,6.86,382,80.45
"Skin, Bones, Valves",-40.39,-40,-40,9.35,350,74.78
"Skin, Bones, Valves",-41.69,-40,-40,4.89,1275,64.85
"Skin, Bones, Valves",-40.98,-40,-40,11.72,553,68.68
"Skin, Bones, Valves",-37.69,-40,-40,6.95,1056,53.15
"Skin, Bones, Valves",-41.29,-40,-40,7.97,797,69.21
"Skin, Bones, Valves",-39.34,-40,-40,11.98,1289,48.7
"Skin, Bones, Valves",-40.28,-40,-40,9.96,776,64.15
"Skin, Bones, Valves",-40.92,-40,-40,2.53,357,85.81
"Skin, Bones, Valves",-40.67,-40,-40,2.17,1129,67.72
"Skin, Bones, Valves",-39.07,-40,-40,5.65,1247,55.68
"Skin, Bones, Valves",-37.5,-40,-40,10.37,1276,43.53
"Skin, Bones, Valves",-40.73,-40,-40,11.16,1235,55.7
"Skin, Bones, Valves",-36.1,-40,-40,4.42,843,56.85
"Skin, Bones, Valves",-37.66,-40,-40,10.92,874,51.77
"Skin, Bones, Valves",-40.39,-40,-40,9.3,1096,58.99
"Skin, Bones, Valves",-40.44,-40,-40,5.84,362,79.76
"Skin, Bones, Valves",-38.52,-40,-40,3.78,447,76.76
"Skin, Bones, Valves",-41.34,-40,-40,6.18,1003,67.42
"Skin, Bones, Valves",-40.8,-40,-40,10.46,602,68.72
"Skin, Bones, Valves",-39.47,-40,-40,3.28,1236,60.25
"Skin, Bones, Valves",-38.99,-40,-40,2.85,873,67.78
"Skin, Bones, Valves",-37.35,-40,-40,6.79,564,64.89
"Skin, Bones, Valves",-40.32,-40,-40,8.36,1025,61.17
"Skin, Bones, Valves",-39.56,-40,-40,8.79,683,65.48
"Skin, Bones, Valves",-38.87,-40,-40,11.0,538,63.63
"Skin, Bones, Valves",-36.67,-40,-40,2.07,1035,57.37
"Skin, Bones, Valves",-36.33,-40,-40,3.41,810,60.38
"Skin, Bones, Valves",-40.84,-40,-40,9.89,110,80.78
"Skin, Bones, Valves",-41.43,-40,-40,9.69,727,68.94
"Skin, Bones, Valves",-36.01,-40,-40,8.43,929,47.79
"Skin, Bones, Valves",-37.55,-40,-40,11.15,920,50.0
"Skin, Bones, Valves",-36.31,-40,-40,3.72,332,75.83
"Skin, Bones, Valves",-37.75,-40,-40,10.87,452,62.43
"Skin, Bones, Valves",-39.75,-40,-40,3.12,596,76.47
"Skin, Bones, Valves",-40.1,-40,-40,6.65,511,74.08
"Skin, Bones, Valves",-36.03,-40,-40,4.68,210,77.72
"Skin, Bones, Valves",-38.82,-40,-40,8.07,383,71.94
"Skin, Bones, Valves",-39.61,-40,-40,11.14,1192,52.34
"Skin, Bones, Valves",-41.63,-40,-40,2.99,1128,69.54
"Skin, Bones, Valves",-37.56,-40,-40,10.38,1416,41.15
"Skin, Bones, Valves",-37.52,-40,-40,11.89,1384,39.97
"Skin, Bones, Valves",-40.06,-40,-40,11.21,185,75.28
"Skin, Bones, Valves",-40.86,-40,-40,4.38,371,82.53
"Skin, Bones, Valves",-37.15,-40,-40,2.28,1294,52.12
"Skin, Bones, Valves",-37.13,-40,-40,10.42,189,68.98
"Skin, Bones, Valves",-38.34,-40,-40,6.56,143,80.68
"Skin, Bones, Valves",-36.1,-40,-40,11.0,1129,40.2
"Skin, Bones, Valves",-37.69,-40,-40,6.92,312,73.2
"Skin, Bones, Valves",-36.85,-40,-40,2.17,868,62.54
"Skin, Bones, Valves",-41.16,-40,-40,7.53,388,78.19
"Skin, Bones, Valves",-36.28,-40,-40,7.53,1128,45.39
"Skin, Bones, Valves",-37.57,-40,-40,4.86,616,67.39
"Skin, Bones, Valves",-40.6,-40,-40,9.72,726,66.48
"Skin, Bones, Valves",-37.51,-40,-40,10.1,885,52.08
"Skin, Bones, Valves",-39.1,-40,-40,6.39,1384,52.16
"Skin, Bones, Valves",-41.72,-40,-40,7.05,1197,64.02
"Skin, Bones, Valves",-38.43,-40,-40,8.64,670,62.45
"Skin, Bones, Valves",-40.85,-40,-40,3.38,815,73.43
"Skin, Bones, Valves",-40.81,-40,-40,10.29,1094,59.37
"Skin, Bones, Valves",-36.62,-40,-40,3.17,799,62.07
"Skin, Bones, Valves",-41.15,-40,-40,11.24,636,68.09
"Skin, Bones, Valves",-36.37,-40,-40,9.47,535,57.94
"Skin, Bones, Valves",-39.35,-40,-40,9.24,70,79.96
"Skin, Bones, Valves",-38.68,-40,-40,2.93,156,88.01
"Skin, Bones, Valves",-38.21,-40,-40,9.17,1252,48.15
"Skin, Bones, Valves",-36.74,-40,-40,8.83,567,59.35
"Skin, Bones, Valves",-36.77,-40,-40,8.48,673,57.09
"Skin, Bones, Valves",-41.56,-40,-40,3.46,866,74.01
"Skin, Bones, Valves",-37.44,-40,-40,8.18,655,60.33
"Skin, Bones, Valves",-37.31,-40,-40,10.67,274,66.43
"Skin, Bones, Valves",-37.72,-40,-40,10.19,1331,43.54
"Skin, Bones, Valves",-39.71,-40,-40,3.4,245,85.68
"Skin, Bones, Valves",-40.07,-40,-40,3.86,1105,64.27
"Skin, Bones, Valves",-36.99,-40,-40,5.57,620,64.28
"Skin, Bones, Valves",-39.78,-40,-40,3.78,1183,61.78
"Skin, Bones, Valves",-37.68,-40,-40,6.76,804,59.45
"Skin, Bones, Valves",-36.31,-40,-40,6.96,1110,46.73
"Skin, Bones, Valves",-37.25,-40,-40,7.44,840,56.02
"Skin, Bones, Valves",-37.52,-40,-40,9.22,628,59.67
"Skin, Bones, Valves",-39.19,-40,-40,7.39,135,81.0
"Skin, Bones, Valves",-41.75,-40,-40,6.56,704,73.99
"Skin, Bones, Valves",-40.89,-40,-40,9.41,600,70.35
"Skin, Bones, Valves",-39.76,-40,-40,11.08,1432,48.76
"Skin, Bones, Valves",-39.36,-40,-40,11.89,155,73.3
"Skin, Bones, Valves",-37.88,-40,-40,3.13,221,84.2
"Skin, Bones, Valves",-38.97,-40,-40,6.19,156,82.13
"Skin, Bones, Valves",-39.39,-40,-40,6.76,1095,58.57
"Skin, Bones, Valves",-39.19,-40,-40,10.24,1210,51.42
"Skin, Bones, Valves",-39.8,-40,-40,5.05,697,71.12
"Skin, Bones, Valves",-36.32,-40,-40,7.03,522,62.52
"Skin, Bones, Valves",-40.87,-40,-40,8.1,233,80.44
"Skin, Bones, Valves",-36.28,-40,-40,11.02,875,46.4
"Skin, Bones, Valves",-39.96,-40,-40,9.48,1186,55.58
"Skin, Bones, Valves",-40.87,-40,-40,2.99,1182,66.21
"Skin, Bones, Valves",-40.73,-40,-40,7.33,248,80.93
"Skin, Bones, Valves",-38.56,-40,-40,2.13,1351,56.14
"Skin, Bones, Valves",-37.57,-40,-40,4.72,1187,52.77
"Skin, Bones, Valves",-41.03,-40,-40,6.1,402,79.59
"Skin, Bones, Valves",-41.45,-40,-40,11.54,696,67.43
"Skin, Bones, Valves",-40.38,-40,-40,7.47,1419,55.05
"Skin, Bones, Valves",-37.98,-40,-40,6.13,919,58.55
"Skin, Bones, Valves",-40.88,-40,-40,9.55,1195,58.6
"Skin, Bones, Valves",-39.58,-40,-40,11.08,796,60.06
"Skin, Bones, Valves",-39.55,-40,-40,4.11,327,81.8
"Skin, Bones, Valves",-39.21,-40,-40,5.91,1437,52.13
"Skin, Bones, Valves",-39.99,-40,-40,10.01,598,67.03
"Skin, Bones, Valves",-40.09,-40,-40,4.57,1259,60.3
"Skin, Bones, Valves",-41.19,-40,-40,5.04,1049,67.39
"Skin, Bones, Valves",-41.48,-40,-40,10.77,1072,61.54
"Skin, Bones, Valves",-36.42,-40,-40,3.46,474,71.5
"Skin, Bones, Valves",-38.15,-40,-40,11.28,497,61.92
"Skin, Bones, Valves",-38.22,-40,-40,5.84,974,58.48
"Skin, Bones, Valves",-38.84,-40,-40,7.38,820,61.99
"Skin, Bones, Valves",-36.25,-40,-40,3.14,888,58.28
"Skin, Bones, Valves",-41.09,-40,-40,4.41,208,86.98
"Skin, Bones, Valves",-36.57,-40,-40,4.87,1282,46.62
"Skin, Bones, Valves",-40.95,-40,-40,5.91,6,89.75
"Skin, Bones, Valves",-41.89,-40,-40,6.37,343,82.22
"Skin, Bones, Valves",-38.01,-40,-40,7.89,338,71.44
"Skin, Bones, Valves",-36.89,-40,-40,9.11,1035,47.71
"Skin, Bones, Valves",-41.82,-40,-40,2.96,958,73.42
"Skin, Bones, Valves",-38.14,-40,-40,7.61,1340,47.96
"Skin, Bones, Valves",-36.7,-40,-40,7.32,869,53.55
"Skin, Bones, Valves",-37.19,-40,-40,6.13,928,55.58
"Skin, Bones, Valves",-41.23,-40,-40,6.11,372,80.67
"Skin, Bones, Valves",-36.19,-40,-40,8.2,657,56.0
"Skin, Bones, Valves",-40.37,-40,-40,4.33,414,80.61
"Skin, Bones, Valves",-38.2,-40,-40,10.25,1048,50.89
"Skin, Bones, Valves",-36.52,-40,-40,10.52,768,50.58
"Skin, Bones, Valves",-39.62,-40,-40,10.18,1307,51.35
"Skin, Bones, Valves",-39.9,-40,-40,11.28,875,59.27
"Skin, Bones, Valves",-41.69,-40,-40,11.47,274,76.68
"Skin, Bones, Valves",-39.51,-40,-40,9.93,140,77.19
"Skin, Bones, Valves",-41.6,-40,-40,3.69,503,81.71
"Skin, Bones, Valves",-38.08,-40,-40,4.27,298,79.61
"Skin, Bones, Valves",-36.84,-40,-40,4.13,978,56.18
"Skin, Bones, Valves",-41.26,-40,-40,3.0,225,88.92
"Skin, Bones, Valves",-36.48,-40,-40,7.92,592,59.32
"Skin, Bones, Valves",-41.21,-40,-40,3.72,1162,66.8
"Skin, Bones, Valves",-39.53,-40,-40,5.9,656,70.15
"Skin, Bones, Valves",-41.38,-40,-40,8.85,1166,61.55
"Skin, Bones, Valves",-41.15,-40,-40,7.06,923,67.37
"Skin, Bones, Valves",-40.89,-40,-40,8.4,398,76.16
"Skin, Bones, Valves",-36.79,-40,-40,10.34,733,52.73
"Skin, Bones, Valves",-37.49,-40,-40,9.17,5,78.38
"Skin, Bones, Valves",-40.52,-40,-40,9.62,7,83.21
"Skin, Bones, Valves",-40.98,-40,-40,5.67,108,87.46
"Skin, Bones, Valves",-41.81,-40,-40,8.84,86,84.54
"Skin, Bones, Valves",-41.43,-40,-40,9.27,743,69.11
"Skin, Bones, Valves",-41.69,-40,-40,2.83,789,76.73
"Skin, Bones, Valves",-38.14,-40,-40,7.5,1056,54.04
"Skin, Bones, Valves",-36.81,-40,-40,2.57,457,74.94
"Skin, Bones, Valves",-39.1,-40,-40,10.67,313,70.42
"Skin, Bones, Valves",-38.64,-40,-40,2.95,295,83.3
"Skin, Bones, Valves",-36.18,-40,-40,8.24,1208,42.32
"Skin, Bones, Valves",-40.59,-40,-40,9.2,671,68.28
"Skin, Bones, Valves",-38.58,-40,-40,2.07,732,71.63
"Skin, Bones, Valves",-36.62,-40,-40,8.08,104,75.31
"Skin, Bones, Valves",-39.82,-40,-40,6.73,901,64.18
"Skin, Bones, Valves",-40.5,-40,-40,8.85,184,79.82
"Skin, Bones, Valves",-36.8,-40,-40,3.2,88,87.59
"Skin, Bones, Valves",-39.74,-40,-40,4.39,189,85.62
"Skin, Bones, Valves",-37.64,-40,-40,3.06,1392,50.67
"Skin, Bones, Valves",-36.83,-40,-40,5.11,184,79.37
"Skin, Bones, Valves",-40.13,-40,-40,5.98,199,83.25
"Skin, Bones, Valves",-39.49,-40,-40,6.72,1424,52.52
"Skin, Bones, Valves",-38.95,-40,-40,3.67,580,74.13
"Skin, Bones, Valves",-41.73,-40,-40,7.0,1044,66.86
"Skin, Bones, Valves",-37.58,-40,-40,7.26,940,55.01
"Skin, Bones, Valves",-41.02,-40,-40,2.47,309,87.27
"Skin, Bones, Valves",-37.75,-40,-40,9.99,1385,42.91
"Skin, Bones, Valves",-39.52,-40,-40,5.23,576,73.14
"Skin, Bones, Valves",-40.8,-40,-40,4.47,1031,67.27
"Skin, Bones, Valves",-41.83,-40,-40,2.66,1399,65.47
"Skin, Bones, Valves",-37.58,-40,-40,2.58,1238,54.62
"Skin, Bones, Valves",-41.24,-40,-40,3.64,643,77.88
"Skin, Bones, Valves",-40.41,-40,-40,7.93,345,76.99
"Skin, Bones, Valves",-37.75,-40,-40,5.76,726,63.31
"Skin, Bones, Valves",-39.6,-40,-40,2.98,476,79.61
"Skin, Bones, Valves",-39.11,-40,-40,9.89,160,75.79
"Skin, Bones, Valves",-38.11,-40,-40,7.61,690,62.47
"Skin, Bones, Valves",-40.11,-40,-40,6.89,628,70.97
"Skin, Bones, Valves",-38.17,-40,-40,8.49,375,69.75
"Skin, Bones, Valves",-40.88,-40,-40,10.97,45,80.86
"Skin, Bones, Valves",-36.39,-40,-40,9.4,209,68.26
"Skin, Bones, Valves",-38.93,-40,-40,2.15,196,88.52
"Skin, Bones, Valves",-38.86,-40,-40,10.76,355,68.5
"Skin, Bones, Valves",-36.48,-40,-40,6.22,1166,47.11
"Skin, Bones, Valves",-38.93,-40,-40,9.31,627,64.11
"Skin, Bones, Valves",-41.43,-40,-40,5.48,1159,65.5
"Skin, Bones, Valves",-40.01,-40,-40,4.66,111,87.8
"Skin, Bones, Valves",-38.13,-40,-40,8.27,240,73.99
"Skin, Bones, Valves",-37.28,-40,-40,8.44,797,55.71
"Skin, Bones, Valves",-41.88,-40,-40,7.94,348,80.03
"Skin, Bones, Valves",-39.42,-40,-40,3.14,956,66.59
"Skin, Bones, Valves",-36.43,-40,-40,5.89,368,70.13
"Skin, Bones, Valves",-40.08,-40,-40,9.56,195,77.57
"Skin, Bones, Valves",-36.27,-40,-40,10.5,591,54.29
"Skin, Bones, Valves",-39.59,-40,-40,11.19,480,66.93
"Skin, Bones, Valves",-37.4,-40,-40,2.78,1032,58.8
"Skin, Bones, Valves",-41.97,-40,-40,10.77,932,65.56
"Skin, Bones, Valves",-40.49,-40,-40,9.48,703,66.91
"Skin, Bones, Valves",-37.87,-40,-40,3.19,434,76.86
"Skin, Bones, Valves",-41.8,-40,-40,6.6,828,71.61
"Skin, Bones, Valves",-37.2,-40,-40,5.26,325,74.81
"Skin, Bones, Valves",-39.23,-40,-40,7.57,242,77.68
"Skin, Bones, Valves",-38.86,-40,-40,6.84,167,80.39
"Skin, Bones, Valves",-40.76,-40,-40,11.97,849,61.88
"Skin, Bones, Valves",-38.92,-40,-40,3.71,322,81.52
"Skin, Bones, Valves",-36.6,-40,-40,9.61,254,66.95
"Skin, Bones, Valves",-41.63,-40,-40,4.52,1036,69.55
"Skin, Bones, Valves",-39.96,-40,-40,7.21,1399,54.16
"Skin, Bones, Valves",-37.44,-40,-40,3.76,748,65.08
"Skin, Bones, Valves",-40.04,-40,-40,7.97,1044,60.32
"Skin, Bones, Valves",-39.73,-40,-40,9.38,427,71.19
"Skin, Bones, Valves",-40.66,-40,-40,5.65,214,84.26
"Skin, Bones, Valves",-38.48,-40,-40,6.66,1167,53.95
"Skin, Bones, Valves",-38.0,-40,-40,9.97,1201,47.39
"Skin, Bones, Valves",-36.25,-40,-40,11.82,1394,34.84
"Skin, Bones, Valves",-37.59,-40,-40,2.64,1147,56.74
"Skin, Bones, Valves",-39.04,-40,-40,11.74,989,53.39
"Skin, Bones, Valves",-41.36,-40,-40,4.1,591,78.67
"Skin, Bones, Valves",-40.79,-40,-40,6.08,945,67.04
"Skin, Bones, Valves",-36.27,-40,-40,11.87,369,58.22
"Skin, Bones, Valves",-40.84,-40,-40,6.53,623,73.49
"Skin, Bones, Valves",-39.08,-40,-40,11.13,79,75.92
"Skin, Bones, Valves",-36.4,-40,-40,2.18,844,61.83
"Skin, Bones, Valves",-37.46,-40,-40,3.61,1410,48.89
"Skin, Bones, Valves",-40.59,-40,-40,3.11,289,86.2
"Skin, Bones, Valves",-41.28,-40,-40,3.72,1155,67.13
"Skin, Bones, Valves",-37.81,-40,-40,10.78,1399,42.03
"Skin, Bones, Valves",-41.93,-40,-40,9.47,509,74.86
